Titre,Auteur,Date,URL/ID,Texte,Type
Self-supervised Contrastive Attributed Graph Clustering,"Wei Xia, Quanxue Gao, Ming Yang, Xinbo Gao",2021/10/15,http://arxiv.org/abs/2110.08264v1,"Attributed graph clustering, which learns node representation from nodeattribute and topological graph for clustering, is a fundamental butchallenging task for graph analysis. Recently, methods based on graphcontrastive learning (GCL) have obtained impressive clustering performance onthis task. Yet, we observe that existing GCL-based methods 1) fail to benefitfrom imprecise clustering labels; 2) require a post-processing operation to getclustering labels; 3) cannot solve out-of-sample (OOS) problem. To addressthese issues, we propose a novel attributed graph clustering network, namelySelf-supervised Contrastive Attributed Graph Clustering (SCAGC). In SCAGC, byleveraging inaccurate clustering labels, a self-supervised contrastive loss,which aims to maximize the similarities of intra-cluster nodes while minimizingthe similarities of inter-cluster nodes, are designed for node representationlearning. Meanwhile, a clustering module is built to directly output clusteringlabels by contrasting the representation of different clusters. Thus, for theOOS nodes, SCAGC can directly calculate their clustering labels. Extensiveexperimental results on four benchmark datasets have shown that SCAGCconsistently outperforms 11 competitive clustering methods.",ArXiv
CNAK : Cluster Number Assisted K-means,"Jayasree Saha, Jayanta Mukherjee",2019/11/20,http://arxiv.org/abs/1911.08871v1,"Determining the number of clusters present in a dataset is an importantproblem in cluster analysis. Conventional clustering techniques generallyassume this parameter to be provided up front. %user supplied. %Recently,robustness of any given clustering algorithm is analyzed to measure clusterstability/instability which in turn determines the cluster number. In thispaper, we propose a method which analyzes cluster stability for predicting thecluster number. Under the same computational framework, the technique alsofinds representatives of the clusters. The method is apt for handling big data,as we design the algorithm using \emph{Monte-Carlo} simulation. Also, weexplore a few pertinent issues found to be of also clustering. Experimentsreveal that the proposed method is capable of identifying a single cluster. Itis robust in handling high dimensional dataset and performs reasonably wellover datasets having cluster imbalance. Moreover, it can indicate clusterhierarchy, if present. Overall we have observed significant improvement inspeed and quality for predicting cluster numbers as well as the composition ofclusters in a large dataset.",ArXiv
Deep Clustering: A Comprehensive Survey,"Yazhou Ren, Jingyu Pu, Zhimeng Yang, Jie Xu, Guofeng Li, Xiaorong Pu, Philip S. Yu, Lifang He",2022/10/09,http://arxiv.org/abs/2210.04142v1,"Cluster analysis plays an indispensable role in machine learning and datamining. Learning a good data representation is crucial for clusteringalgorithms. Recently, deep clustering, which can learn clustering-friendlyrepresentations using deep neural networks, has been broadly applied in a widerange of clustering tasks. Existing surveys for deep clustering mainly focus onthe single-view fields and the network architectures, ignoring the complexapplication scenarios of clustering. To address this issue, in this paper weprovide a comprehensive survey for deep clustering in views of data sources.With different data sources and initial conditions, we systematicallydistinguish the clustering methods in terms of methodology, prior knowledge,and architecture. Concretely, deep clustering methods are introduced accordingto four categories, i.e., traditional single-view deep clustering,semi-supervised deep clustering, deep multi-view clustering, and deep transferclustering. Finally, we discuss the open challenges and potential futureopportunities in different fields of deep clustering.",ArXiv
DivClust: Controlling Diversity in Deep Clustering,"Ioannis Maniadis Metaxas, Georgios Tzimiropoulos, Ioannis Patras",2023/04/03,http://arxiv.org/abs/2304.01042v1,"Clustering has been a major research topic in the field of machine learning,one to which Deep Learning has recently been applied with significant success.However, an aspect of clustering that is not addressed by existing deepclustering methods, is that of efficiently producing multiple, diversepartitionings for a given dataset. This is particularly important, as a diverseset of base clusterings are necessary for consensus clustering, which has beenfound to produce better and more robust results than relying on a singleclustering. To address this gap, we propose DivClust, a diversity controllingloss that can be incorporated into existing deep clustering frameworks toproduce multiple clusterings with the desired degree of diversity. We conductexperiments with multiple datasets and deep clustering frameworks and showthat: a) our method effectively controls diversity across frameworks anddatasets with very small additional computational cost, b) the sets ofclusterings learned by DivClust include solutions that significantly outperformsingle-clustering baselines, and c) using an off-the-shelf consensus clusteringalgorithm, DivClust produces consensus clustering solutions that consistentlyoutperform single-clustering baselines, effectively improving the performanceof the base deep clustering framework.",ArXiv
Detecting outliers by clustering algorithms,"Qi Li, Shuliang Wang",2024/12/07,http://arxiv.org/abs/2412.05669v1,"Clustering and outlier detection are two important tasks in data mining.Outliers frequently interfere with clustering algorithms to determine thesimilarity between objects, resulting in unreliable clustering results.Currently, only a few clustering algorithms (e.g., DBSCAN) have the ability todetect outliers to eliminate interference. For other clustering algorithms, itis tedious to introduce another outlier detection task to eliminate outliersbefore each clustering process. Obviously, how to equip more clusteringalgorithms with outlier detection ability is very meaningful. Although a commonstrategy allows clustering algorithms to detect outliers based on the distancebetween objects and clusters, it is contradictory to improving the performanceof clustering algorithms on the datasets with outliers. In this paper, wepropose a novel outlier detection approach, called ODAR, for clustering. ODARmaps outliers and normal objects into two separated clusters by featuretransformation. As a result, any clustering algorithm can detect outliers byidentifying clusters. Experiments show that ODAR is robust to diverse datasets.Compared with baseline methods, the clustering algorithms achieve the best on 7out of 10 datasets with the help of ODAR, with at least 5% improvement inaccuracy.",ArXiv
Extension of fixed point clustering: A cluster criterion,"A. Hutt, F. Kruggel",2001/02/24,http://arxiv.org/abs/nlin/0102032v1,"The present report extends the method of fixed point clustering (Phys.Rev. E61,5, R4691-4693, 2000) by introducing an indirect criterion for the number ofclusters. The derived probability function allows an objective distinction ofclustered data and data between clusters. Applications on simulated dataillustrate the clustering method and the probability function.",ArXiv
Building dwarf galaxies out of merged young star clusters,M. Fellhauer,2001/06/22,http://arxiv.org/abs/astro-ph/0106416v1,"Young star clusters in interacting galaxies are often found in groups orclusters of star clusters containing up to 100 single clusters. In our projectwe study the future fate of these clusters of star clusters. We find that thestar clusters merge on time scales of a few dynamical crossing times of thesuper-cluster. The resulting merger object has similarities with observed dwarfellipticals (dE). Furthermore, if destructive processes like tidal heating,dynamical friction or interaction with disc or bulge of the parent galaxy aretaken into account our merger objects may evolve into objects resembling dwarfspheroidal galaxies (dSph), without the need of a high dark matter content.",ArXiv
The Large-Scale Environment of Dynamical Young Clusters of Galaxies,"M. Plionis, S. Basilakos",2001/10/02,http://arxiv.org/abs/astro-ph/0110063v1,"We investigate whether the dynamical status of clusters is related to thelarge-scale structure of the Universe. We find that cluster substructure isstrongly correlated with the tendency of clusters to be aligned with theirnearest neighbour and in general with the nearby clusters that belong to thesame supercluster. Furthermore, dynamically young clusters are more clusteredthan the overall cluster population. These are strong indications that clustersdevelop in a hierarchical fashion by merging along the large-scale filamentarystructures within which they are embedded.",ArXiv
Large-Scale Environmental Effects of the Cluster Distribution,Manolis Plionis,2001/10/29,http://arxiv.org/abs/astro-ph/0110616v1,"Using the APM cluster distribution we find interesting alignment effects: (1)Cluster substructure is strongly correlated with the tendency of clusters to bealigned with their nearest neighbour and in general with the nearby clustersthat belong to the same supercluster, (2) Clusters belonging in superclustersshow a statistical significant tendency to be aligned with the major axisorientation of their parent supercluster. Furthermore we find that dynamicallyyoung clusters are more clustered than the overall cluster population. Theseare strong indications that cluster develop in a hierarchical fashion bymerging along the large-scale filamentary superclusters within which they areembedded.",ArXiv
Macrostate Data Clustering,"Daniel Korenblum, David Shalloway",2003/06/19,http://arxiv.org/abs/physics/0306145v1,"We develop an effective nonhierarchical data clustering method using ananalogy to the dynamic coarse graining of a stochastic system. Analyzing theeigensystem of an interitem transition matrix identifies fuzzy clusterscorresponding to the metastable macroscopic states (macrostates) of a diffusivesystem. A ""minimum uncertainty criterion"" determines the linear transformationfrom eigenvectors to cluster-defining window functions. Eigenspectrum gap andcluster certainty conditions identify the proper number of clusters. Thephysically motivated fuzzy representation and associated uncertainty analysisdistinguishes macrostate clustering from spectral partitioning methods.Macrostate data clustering solves a variety of test cases that challenge othermethods.",ArXiv
On cluster algebras arising from unpunctured surfaces,"Ralf Schiffler, Hugh Thomas",2007/12/26,http://arxiv.org/abs/0712.4131v2,"We study cluster algebras that are associated to unpunctured surfaces withcoefficients arising from boundary arcs. We give a direct formula for theLaurent polynomial expansion of cluster variables in these cluster algebras interms of certain paths on a triangulation of the surface. As an immediateconsequence, we prove the positivity conjecture of Fomin and Zelevinsky forthese cluster algebras. In the special case where the cluster algebra isacyclic, we also give a formula for the expansion of cluster variables as apolynomial whose indeterminates are the cluster variables contained in theunion of an arbitrary acyclic cluster and all its neighbouring clusters in themutation graph.",ArXiv
F-polynomials in Quantum Cluster Algebras,Thao Tran,2009/04/21,http://arxiv.org/abs/0904.3291v1,"F-polynomials and g-vectors were defined by Fomin and Zelevinsky to give aformula which expresses cluster variables in a cluster algebra in terms of theinitial cluster data. A quantum cluster algebra is a certain noncommutativedeformation of a cluster algebra. In this paper, we define and prove theexistence of analogous quantum F-polynomials for quantum cluster algebras. Weprove some properties of quantum F-polynomials. In particular, we give arecurrence relation which can be used to compute them. Finally, we computequantum F-polynomials and g-vectors for a certain class of cluster variables,which includes all cluster variables in type A quantum cluster algebras.",ArXiv
Simulating Galaxy Clusters,Michael L. Norman,2010/05/06,http://arxiv.org/abs/1005.1100v1,"This pedagogical review of galaxy cluster simulations is based on threelectures given at the 2008 Enrico Fermi Summer School entitled ""Astrophysics ofGalaxy Clusters"". It covers the standard cosmological framework, growth ofperturbations in the linear regime, analytic models for nonlinear perturbationgrowth, statistics of galaxy cluster populations, virial scaling relations,overview of numerical methods, simulating gas in galaxy clusters, basic resultson adiabatic clusters (Santa Barbara cluster comparison project), effect ofadditional physics, recent progress in galaxy clustering modeling (Galcons,turbulence, AGN jets, cluster-wide B-fields), simulating statistical samplesand lightcones, and simulated SZE surveys.",ArXiv
Cluster automorphisms and compatibility of cluster variables,"Ibrahim Assem, Ralf Schiffler, Vasilisa Shramchenko",2013/07/18,http://arxiv.org/abs/1307.4838v1,"In this paper, we introduce a notion of unistructural cluster algebras, forwhich the set of cluster variables uniquely determines the clusters. We provethat cluster algebras of Dynkin type and cluster algebras of rank 2 areunistructural, then prove that if $\mathcal{A}$ is unistructural or ofEuclidean type, then $f: \mathcal{A}\to \mathcal{A}$ is a cluster automorphismif and only if $f$ is an automorphism of the ambient field which restricts to apermutation of the cluster variables. In order to prove this result, we alsoinvestigate the Fomin-Zelevinsky conjecture that two cluster variables arecompatible if and only if one does not appear in the denominator of the Laurentexpansions of the other.",ArXiv
Dynamic Cluster Head Selection Using Fuzzy Logic on Cloud in Wireless  Sensor Networks,"Payal Pahwa, Deepali Virmani, Akshay Kumar, Sahil, Vikas Rathi, Sunil Swami",2015/11/03,http://arxiv.org/abs/1601.03810v1,"One of the most vital activities to reduce energy consumption in wirelesssensor networks is clustering. In clustering, one node from a group of nodes isselected to be a cluster head, which handles majority of the computation andprocessing for the nodes in the cluster. This paper proposes an algorithm forfuzzy based dynamic cluster head selection on cloud in wireless sensornetworks. The proposed algorithm calculates a Potential value for each node andselects cluster heads with high potential. The proposed algorithm minimizescluster overlapping by spatial distribution of cluster heads and discardsmalicious nodes i.e. never allows malicious nodes to be cluster heads.",ArXiv
Component cluster for acyclic quiver,Sarah Scherotzke,2015/06/21,http://arxiv.org/abs/1506.06327v1,"The theory of Caldero-Chapoton algebras of Cerulli-Irelli, Labardini-Fragosoand Schroer leads to a refinement of the notions of cluster variables andclusters, via so called component clusters. In this paper we compare componentclusters to classical clusters for the cluster algebra of an acyclic quiver. Wepropose a definition of mutation between component clusters and determine themutation relations of component clusters for affine quivers. In the case of awild quiver, we provide bounds for the size of component clusters.",ArXiv
Skeleton Clustering: Dimension-Free Density-based Clustering,"Zeyu Wei, Yen-Chi Chen",2021/04/21,http://arxiv.org/abs/2104.10770v2,"We introduce a density-based clustering method called skeleton clusteringthat can detect clusters in multivariate and even high-dimensional data withirregular shapes. To bypass the curse of dimensionality, we propose surrogatedensity measures that are less dependent on the dimension but have intuitivegeometric interpretations. The clustering framework constructs a conciserepresentation of the given data as an intermediate step and can be thought ofas a combination of prototype methods, density-based clustering, andhierarchical clustering. We show by theoretical analysis and empirical studiesthat the skeleton clustering leads to reliable clusters in multivariate andhigh-dimensional scenarios.",ArXiv
Cluster Theories and Cluster Structures of Type A,Job Daisie Rock,2021/12/29,http://arxiv.org/abs/2112.14795v1,"In the present paper we examine the relationship between several type $A$cluster theories and structures. We define a 2D geometric model of a clustertheory, which generalizes cluster algebras from surfaces, and encode severalexisting type $A$ cluster theories into a 2D geometric model. We review twoother cluster theories of type $A$. Then we introduce an abstraction of clusterstructures. We prove two results: the first relates several existing type $A$cluster theories and the second relates some of these cluster structures usingthe new abstraction.",ArXiv
