Titre,Auteur,Date,URL/ID,Texte,Type
A novel unsupervised covid lung lesion segmentation based on the lung  tissue identification,"Faeze Gholamian Khah, Samaneh Mostafapour, Seyedjafar Shojaerazavi, Nouraddin Abdi-Goushbolagh, Hossein Arabi",2022/02/24,http://arxiv.org/abs/2202.12148v1,"This study aimed to evaluate the performance of a novel unsupervised deeplearning-based framework for automated infections lesion segmentation from CTimages of Covid patients. In the first step, two residual networks wereindependently trained to identify the lung tissue for normal and Covid patientsin a supervised manner. These two models, referred to as DL-Covid and DL-Normfor Covid-19 and normal patients, respectively, generate the voxel-wiseprobability maps for lung tissue identification. To detect Covid lesions, theCT image of the Covid patient is processed by the DL-Covid and DL-Norm modelsto obtain two lung probability maps. Since the DL-Norm model is not familiarwith Covid infections within the lung, this model would assign lowerprobabilities to the lesions than the DL-Covid. Hence, the probability maps ofthe Covid infections could be generated through the subtraction of the two lungprobability maps obtained from the DL-Covid and DL-Norm models. Manual lesionsegmentation of 50 Covid-19 CT images was used to assess the accuracy of theunsupervised lesion segmentation approach. The Dice coefficients of 0.985 and0.978 were achieved for the lung segmentation of normal and Covid patients inthe external validation dataset, respectively. Quantitative results ofinfection segmentation by the proposed unsupervised method showed the Dicecoefficient and Jaccard index of 0.67 and 0.60, respectively. Quantitativeevaluation of the proposed unsupervised approach for Covid-19 infectious lesionsegmentation showed relatively satisfactory results. Since this framework doesnot require any annotated dataset, it could be used to generate very largetraining samples for the supervised machine learning algorithms dedicated tonoisy and/or weakly annotated datasets.",ArXiv
COVID-CT-Dataset: A CT Scan Dataset about COVID-19,"Xingyi Yang, Xuehai He, Jinyu Zhao, Yichen Zhang, Shanghang Zhang, Pengtao Xie",2020/03/30,http://arxiv.org/abs/2003.13865v3,"During the outbreak time of COVID-19, computed tomography (CT) is a usefulmanner for diagnosing COVID-19 patients. Due to privacy issues, publiclyavailable COVID-19 CT datasets are highly difficult to obtain, which hindersthe research and development of AI-powered diagnosis methods of COVID-19 basedon CTs. To address this issue, we build an open-sourced dataset -- COVID-CT,which contains 349 COVID-19 CT images from 216 patients and 463 non-COVID-19CTs. The utility of this dataset is confirmed by a senior radiologist who hasbeen diagnosing and treating COVID-19 patients since the outbreak of thispandemic. We also perform experimental studies which further demonstrate thatthis dataset is useful for developing AI-based diagnosis models of COVID-19.Using this dataset, we develop diagnosis methods based on multi-task learningand self-supervised learning, that achieve an F1 of 0.90, an AUC of 0.98, andan accuracy of 0.89. According to the senior radiologist, models with suchperformance are good enough for clinical usage. The data and code are availableat https://github.com/UCSD-AI4H/COVID-CT",ArXiv
Using A Partial Differential Equation with Google Mobility Data to  Predict COVID-19 in Arizona,"Haiyan Wang, Nao Yamamoto",2020/06/30,http://arxiv.org/abs/2006.16928v3,"The outbreak of COVID-19 disrupts the life of many people in the world. Thestate of Arizona in the U.S. emerges as one of the country's newest COVID-19hot spots. Accurate forecasting for COVID-19 cases will help governments toimplement necessary measures and convince more people to take personalprecautions to combat the virus. It is difficult to accurately predict theCOVID-19 cases due to many human factors involved. This paper aims to provide aforecasting model for COVID-19 cases with the help of human activity data fromthe Google Community Mobility Reports. To achieve this goal, a specific partialdifferential equation (PDE) is developed and validated with the COVID-19 datafrom the New York Times at the county level in the state of Arizona in the U.S.The proposed model describes the combined effects of transboundary spread amongcounty clusters in Arizona and human actives on the transmission of COVID-19.The results show that the prediction accuracy of this model is well acceptable(above 94\%). Furthermore, we study the effectiveness of personal precautionssuch as wearing face masks and practicing social distancing on COVID-19 casesat the local level. The localized analytical results can be used to help toslow the spread of COVID-19 in Arizona. To the best of our knowledge, this workis the first attempt to apply PDE models on COVID-19 prediction with the GoogleCommunity Mobility Reports.",ArXiv
COVID-19 vs Social Media Apps: Does Privacy Really Matter?,"Omar Haggag, Sherif Haggag, John Grundy, Mohamed Abdelrazek",2021/03/01,http://arxiv.org/abs/2103.01779v1,"Many people around the world are worried about using or even downloadingCOVID-19 contact tracing mobile apps. The main reported concerns are centeredaround privacy and ethical issues. At the same time, people are voluntarilyusing Social Media apps at a significantly higher rate during the pandemicwithout similar privacy concerns compared with COVID-19 apps. To betterunderstand these seemingly anomalous behaviours, we analysed the privacypolicies, terms & conditions and data use agreements of the most commonly usedCOVID-19, Social Media & Productivity apps. We also developed a tool to extractand analyse nearly 2 million user reviews for these apps. Our results show thatSocial Media & Productivity apps actually have substantially higher privacy andethical issues compared with the majority of COVID-19 apps. Surprisingly, lotsof people indicated in their user reviews that they feel more secure as theirprivacy are better handled in COVID-19 apps than in Social Media apps. On theother hand, most of the COVID-19 apps are less accessible and stable comparedto most Social Media apps, which negatively impacted their store ratings andled users to uninstall COVID-19 apps more frequently. Our findings suggest thatin order to effectively fight this pandemic, health officials and technologistswill need to better raise awareness among people about COVID-19 app behaviourand trustworthiness. This will allow people to better understand COVID-19 appsand encourage them to download and use these apps. Moreover, COVID-19 apps needmany accessibility enhancements to allow a wider range of users from differentsocieties and cultures to access to these apps.",ArXiv
COVID-view: Diagnosis of COVID-19 using Chest CT,"Shreeraj Jadhav, Gaofeng Deng, Marlene Zawin, Arie E. Kaufman",2021/08/09,http://arxiv.org/abs/2108.03799v1,"Significant work has been done towards deep learning (DL) models forautomatic lung and lesion segmentation and classification of COVID-19 on chestCT data. However, comprehensive visualization systems focused on supporting thedual visual+DL diagnosis of COVID-19 are non-existent. We present COVID-view, avisualization application specially tailored for radiologists to diagnoseCOVID-19 from chest CT data. The system incorporates a complete pipeline ofautomatic lungs segmentation, localization/ isolation of lung abnormalities,followed by visualization, visual and DL analysis, andmeasurement/quantification tools. Our system combines the traditional 2Dworkflow of radiologists with newer 2D and 3D visualization techniques with DLsupport for a more comprehensive diagnosis. COVID-view incorporates a novel DLmodel for classifying the patients into positive/negative COVID-19 cases, whichacts as a reading aid for the radiologist using COVID-view and provides theattention heatmap as an explainable DL for the model output. We designed andevaluated COVID-view through suggestions, close feedback and conducting casestudies of real-world patient data by expert radiologists who have substantialexperience diagnosing chest CT scans for COVID-19, pulmonary embolism, andother forms of lung infections. We present requirements and task analysis forthe diagnosis of COVID-19 that motivate our design choices and results in apractical system which is capable of handling real-world patient cases.",ArXiv
Collaboration in the Time of COVID: A Scientometric Analysis of  Multidisciplinary SARS-CoV-2 Research,"Eoghan Cunningham, Barry Smyth, Derek Greene",2021/08/30,http://arxiv.org/abs/2108.13370v1,"The novel coronavirus SARS-CoV-2 and the COVID-19 illness it causes haveinspired unprecedented levels of multidisciplinary research in an effort toaddress a generational public health challenge. In this work we conduct ascientometric analysis of COVID-19 research, paying particular attention to thenature of collaboration that this pandemic has fostered among differentdisciplines. Increased multidisciplinary collaboration has been shown toproduce greater scientific impact, albeit with higher co-ordination costs. Assuch, we consider a collection of over 166,000 COVID-19-related articles toassess the scale and diversity of collaboration in COVID-19 research, which wecompare to non-COVID-19 controls before and during the pandemic. We show thatCOVID-19 research teams are not only significantly smaller than theirnon-COVID-19 counterparts, but they are also more diverse. Furthermore, we findthat COVID-19 research has increased the multidisciplinarity of authors acrossmost scientific fields of study, indicating that COVID-19 has helped to removesome of the barriers that usually exist between disparate disciplines. Finally,we highlight a number of interesting areas of multidisciplinary research duringCOVID-19, and propose methodologies for visualising the nature ofmultidisciplinary collaboration, which may have application beyond thispandemic.",ArXiv
Deep Learning Prediction of Severe Health Risks for Pediatric COVID-19  Patients with a Large Feature Set in 2021 BARDA Data Challenge,"Sajid Mahmud, Elham Soltanikazemi, Frimpong Boadu, Ashwin Dhakal, Jianlin Cheng",2022/06/03,http://arxiv.org/abs/2206.01696v2,"Most children infected with COVID-19 have no or mild symptoms and can recoverautomatically by themselves, but some pediatric COVID-19 patients need to behospitalized or even to receive intensive medical care (e.g., invasivemechanical ventilation or cardiovascular support) to recover from theillnesses. Therefore, it is critical to predict the severe health risk thatCOVID-19 infection poses to children to provide precise and timely medical carefor vulnerable pediatric COVID-19 patients. However, predicting the severehealth risk for COVID-19 patients including children remains a significantchallenge because many underlying medical factors affecting the risk are stilllargely unknown. In this work, instead of searching for a small number of mostuseful features to make prediction, we design a novel large-scale bag-of-wordslike method to represent various medical conditions and measurements ofCOVID-19 patients. After some simple feature filtering based on logisticalregression, the large set of features is used with a deep learning method topredict both the hospitalization risk for COVID-19 infected children and thesevere complication risk for the hospitalized pediatric COVID-19 patients. Themethod was trained and tested the datasets of the Biomedical Advanced Researchand Development Authority (BARDA) Pediatric COVID-19 Data Challenge held fromSept. 15 to Dec. 17, 2021. The results show that the approach can ratheraccurately predict the risk of hospitalization and severe complication forpediatric COVID-19 patients and deep learning is more accurate than othermachine learning methods.",ArXiv
COVID-Net Assistant: A Deep Learning-Driven Virtual Assistant for  COVID-19 Symptom Prediction and Recommendation,"Pengyuan Shi, Yuetong Wang, Saad Abbasi, Alexander Wong",2022/11/22,http://arxiv.org/abs/2211.11944v1,"As the COVID-19 pandemic continues to put a significant burden on healthcaresystems worldwide, there has been growing interest in finding inexpensivesymptom pre-screening and recommendation methods to assist in efficiently usingavailable medical resources such as PCR tests. In this study, we introduce thedesign of COVID-Net Assistant, an efficient virtual assistant designed toprovide symptom prediction and recommendations for COVID-19 by analyzing users'cough recordings through deep convolutional neural networks. We explore avariety of highly customized, lightweight convolutional neural networkarchitectures generated via machine-driven design exploration (which we referto as COVID-Net Assistant neural networks) on the Covid19-Cough benchmarkdataset. The Covid19-Cough dataset comprises 682 cough recordings from aCOVID-19 positive cohort and 642 from a COVID-19 negative cohort. Among the 682cough recordings labeled positive, 382 recordings were verified by PCR test.Our experimental results show promising, with the COVID-Net Assistant neuralnetworks demonstrating robust predictive performance, achieving AUC scores ofover 0.93, with the best score over 0.95 while being fast and efficient ininference. The COVID-Net Assistant models are made available in an open sourcemanner through the COVID-Net open initiative and, while not a production-readysolution, we hope their availability acts as a good resource for clinicalscientists, machine learning researchers, as well as citizen scientists todevelop innovative solutions.",ArXiv
Boosting Automatic COVID-19 Detection Performance with Self-Supervised  Learning and Batch Knowledge Ensembling,"Guang Li, Ren Togo, Takahiro Ogawa, Miki Haseyama",2022/12/19,http://arxiv.org/abs/2212.09281v2,"Problem: Detecting COVID-19 from chest X-Ray (CXR) images has become one ofthe fastest and easiest methods for detecting COVID-19. However, the existingmethods usually use supervised transfer learning from natural images as apretraining process. These methods do not consider the unique features ofCOVID-19 and the similar features between COVID-19 and other pneumonia. Aim: Inthis paper, we want to design a novel high-accuracy COVID-19 detection methodthat uses CXR images, which can consider the unique features of COVID-19 andthe similar features between COVID-19 and other pneumonia. Methods: Our methodconsists of two phases. One is self-supervised learning-based pertaining; theother is batch knowledge ensembling-based fine-tuning. Self-supervisedlearning-based pretraining can learn distinguished representations from CXRimages without manually annotated labels. On the other hand, batch knowledgeensembling-based fine-tuning can utilize category knowledge of images in abatch according to their visual feature similarities to improve detectionperformance. Unlike our previous implementation, we introduce batch knowledgeensembling into the fine-tuning phase, reducing the memory used inself-supervised learning and improving COVID-19 detection accuracy. Results: Ontwo public COVID-19 CXR datasets, namely, a large dataset and an unbalanceddataset, our method exhibited promising COVID-19 detection performance. Ourmethod maintains high detection accuracy even when annotated CXR trainingimages are reduced significantly (e.g., using only 10% of the originaldataset). In addition, our method is insensitive to changes in hyperparameters.",ArXiv
Studying the Similarity of COVID-19 Sounds based on Correlation Analysis  of MFCC,"Mohamed Bader, Ismail Shahin, Abdelfatah Hassan",2020/10/17,http://arxiv.org/abs/2010.08770v1,"Recently there has been a formidable work which has been put up from thepeople who are working in the frontlines such as hospitals, clinics, and labsalongside researchers and scientists who are also putting tremendous efforts inthe fight against COVID-19 pandemic. Due to the preposterous spread of thevirus, the integration of the artificial intelligence has taken a considerablepart in the health sector, by implementing the fundamentals of Automatic SpeechRecognition (ASR) and deep learning algorithms. In this paper, we illustratethe importance of speech signal processing in the extraction of theMel-Frequency Cepstral Coefficients (MFCCs) of the COVID-19 and non-COVID-19samples and find their relationship using Pearson correlation coefficients. Ourresults show high similarity in MFCCs between different COVID-19 cough andbreathing sounds, while MFCC of voice is more robust between COVID-19 andnon-COVID-19 samples. Moreover, our results are preliminary, and there is apossibility to exclude the voices of COVID-19 patients from further processingin diagnosing the disease.",ArXiv
FLANNEL: Focal Loss Based Neural Network Ensemble for COVID-19 Detection,"Zhi Qiao, Austin Bae, Lucas M. Glass, Cao Xiao, Jimeng Sun",2020/10/30,http://arxiv.org/abs/2010.16039v1,"To test the possibility of differentiating chest x-ray images of COVID-19against other pneumonia and healthy patients using deep neural networks. Weconstruct the X-ray imaging data from two publicly available sources, whichinclude 5508 chest x-ray images across 2874 patients with four classes: normal,bacterial pneumonia, non-COVID-19 viral pneumonia, and COVID-19. To identifyCOVID-19, we propose a Focal Loss Based Neural Ensemble Network (FLANNEL), aflexible module to ensemble several convolutional neural network (CNN) modelsand fuse with a focal loss for accurate COVID-19 detection on class imbalancedata. FLANNEL consistently outperforms baseline models on COVID-19identification task in all metrics. Compared with the best baseline, FLANNELshows a higher macro-F1 score with 6% relative increase on Covid-19identification task where it achieves 0.7833(0.07) in Precision, 0.8609(0.03)in Recall, and 0.8168(0.03) F1 score.",ArXiv
Residual Attention U-Net for Automated Multi-Class Segmentation of  COVID-19 Chest CT Images,"Xiaocong Chen, Lina Yao, Yu Zhang",2020/04/12,http://arxiv.org/abs/2004.05645v1,"The novel coronavirus disease 2019 (COVID-19) has been spreading rapidlyaround the world and caused significant impact on the public health andeconomy. However, there is still lack of studies on effectively quantifying thelung infection caused by COVID-19. As a basic but challenging task of thediagnostic framework, segmentation plays a crucial role in accuratequantification of COVID-19 infection measured by computed tomography (CT)images. To this end, we proposed a novel deep learning algorithm for automatedsegmentation of multiple COVID-19 infection regions. Specifically, we use theAggregated Residual Transformations to learn a robust and expressive featurerepresentation and apply the soft attention mechanism to improve the capabilityof the model to distinguish a variety of symptoms of the COVID-19. With apublic CT image dataset, we validate the efficacy of the proposed algorithm incomparison with other competing methods. Experimental results demonstrate theoutstanding performance of our algorithm for automated segmentation of COVID-19Chest CT images. Our study provides a promising deep leaning-based segmentationtool to lay a foundation to quantitative diagnosis of COVID-19 lung infectionin CT images.",ArXiv
MiniSeg: An Extremely Minimum Network for Efficient COVID-19  Segmentation,"Yu Qiu, Yun Liu, Shijie Li, Jing Xu",2020/04/21,http://arxiv.org/abs/2004.09750v3,"The rapid spread of the new pandemic, i.e., COVID-19, has severely threatenedglobal health. Deep-learning-based computer-aided screening, e.g., COVID-19infected CT area segmentation, has attracted much attention. However, thepublicly available COVID-19 training data are limited, easily causingoverfitting for traditional deep learning methods that are usually data-hungrywith millions of parameters. On the other hand, fast training/testing and lowcomputational cost are also necessary for quick deployment and development ofCOVID-19 screening systems, but traditional deep learning methods are usuallycomputationally intensive. To address the above problems, we propose MiniSeg, alightweight deep learning model for efficient COVID-19 segmentation. Comparedwith traditional segmentation methods, MiniSeg has several significantstrengths: i) it only has 83K parameters and is thus not easy to overfit; ii)it has high computational efficiency and is thus convenient for practicaldeployment; iii) it can be fast retrained by other users using their privateCOVID-19 data for further improving performance. In addition, we build acomprehensive COVID-19 segmentation benchmark for comparing MiniSeg totraditional methods.",ArXiv
US Equity Risk Premiums during the COVID-19 Pandemic,Alan L. Lewis,2020/04/28,http://arxiv.org/abs/2004.13871v1,We study equity risk premiums in the United States during the COVID-19pandemic.,ArXiv
Evaluating the COVID-19 Identification ResNet (CIdeR) on the INTERSPEECH  COVID-19 from Audio Challenges,"Alican Akman, Harry Coppock, Alexander Gaskell, Panagiotis Tzirakis, Lyn Jones, Björn W. Schuller",2021/07/30,http://arxiv.org/abs/2107.14549v1,"We report on cross-running the recent COVID-19 Identification ResNet (CIdeR)on the two Interspeech 2021 COVID-19 diagnosis from cough and speech audiochallenges: ComParE and DiCOVA. CIdeR is an end-to-end deep learning neuralnetwork originally designed to classify whether an individual is COVID-positiveor COVID-negative based on coughing and breathing audio recordings from apublished crowdsourced dataset. In the current study, we demonstrate thepotential of CIdeR at binary COVID-19 diagnosis from both the COVID-19 Coughand Speech Sub-Challenges of INTERSPEECH 2021, ComParE and DiCOVA. CIdeRachieves significant improvements over several baselines.",ArXiv
"Predicting the spread of COVID-19 in Delhi, India using Deep Residual  Recurrent Neural Networks","Shashank Reddy Vadyala, Sai Nethra Betgeri",2021/10/09,http://arxiv.org/abs/2110.05477v1,"Detecting the spread of coronavirus will go a long way toward reducing humanand economic loss. Unfortunately, existing Epidemiological models used forCOVID 19 prediction models are too slow and fail to capture the COVID-19development in detail. This research uses Partial Differential Equations toimprove the processing speed and accuracy of forecasting of COVID 19 governedby SEIRD model equations. The dynamics of COVID 19 were extracted usingConvolutional Neural Networks and Deep Residual Recurrent Neural Networks fromdata simulated using PDEs. The DRRNNs accuracy is measured using Mean SquaredError. The DRRNNs COVID-19 prediction model has been shown to have accurateCOVID-19 predictions. In addition, we concluded that DR-RNNs can significantlyadvance the ability to support decision-making in real time COVID-19prediction.",ArXiv
CoAID: COVID-19 Healthcare Misinformation Dataset,"Limeng Cui, Dongwon Lee",2020/05/22,http://arxiv.org/abs/2006.00885v3,"As the COVID-19 virus quickly spreads around the world, unfortunately,misinformation related to COVID-19 also gets created and spreads like wildfire. Such misinformation has caused confusion among people, disruptions insociety, and even deadly consequences in health problems. To be able tounderstand, detect, and mitigate such COVID-19 misinformation, therefore, hasnot only deep intellectual values but also huge societal impacts. To helpresearchers combat COVID-19 health misinformation, therefore, we present CoAID(Covid-19 heAlthcare mIsinformation Dataset), with diverse COVID-19 healthcaremisinformation, including fake news on websites and social platforms, alongwith users' social engagement about such news. CoAID includes 4,251 news,296,000 related user engagements, 926 social platform posts about COVID-19, andground truth labels. The dataset is available at:https://github.com/cuilimeng/CoAID.",ArXiv
Tracking the Twitter attention around the research efforts on the  COVID-19 pandemic,"Zhichao Fang, Rodrigo Costas",2020/06/10,http://arxiv.org/abs/2006.05783v1,"The outbreak of the COVID-19 pandemic has been accompanied by a bulk ofscientific research and related Twitter discussions. To unravel the publicconcerns about the COVID-19 crisis reflected in the science-based Twitterconversations, this study tracked the Twitter attention around the COVID-19research efforts during the first three months of 2020. On the basis of nearly1.4 million Twitter mentions of 6,162 COVID-19-related scientific publications,we investigated the temporal tweeting dynamic and the Twitter users involved inthe online discussions around COVID-19-related research. The results show thatthe quantity of Twitter mentions of COVID-19-related publications was onrising. Scholarly-oriented Twitter users played an influential role indisseminating research outputs on COVID-19, with their tweets being frequentlyretweeted. Over time, a change in the focus of the Twitter discussions can beobserved, from the initial attention to virological and clinical research tomore practical topics, such as the potential treatments, the countermeasures bythe governments, the healthcare measures, and the influences on the economy andsociety, in more recent times.",ArXiv
Change point detection for COVID-19 excess deaths in Belgium,"Han Lin Shang, Ruofan Xu",2020/11/16,http://arxiv.org/abs/2011.08309v1,"Emerging at the end of 2019, COVID-19 has become a public health threat topeople worldwide. Apart from the deaths who tested positive for COVID-19, manyothers have died from causes indirectly related to COVID-19. Therefore, theCOVID-19 confirmed deaths underestimate the influence of the pandemic on thesociety; instead, the measure of `excess deaths' is a more objective andcomparable way to assess the scale of the epidemic and formulate lessons. Onecommon practical issue in analyzing the impact of COVID-19 is to determine the`pre-COVID-19' period and the `post-COVID-19' period. We apply a change pointdetection method to identify any change points using the excess deaths inBelgium.",ArXiv
The Impact of the COVID-19 Pandemic on Scientific Research in the Life  Sciences,"Massimo Riccaboni, Luca Verginer",2021/01/31,http://arxiv.org/abs/2102.00497v1,"The COVID-19 outbreak has posed an unprecedented challenge to humanity andscience. On the one side, public and private incentives have been put in placeto promptly allocate resources toward research areas strictly related to theCOVID-19 emergency. But on the flip side, research in many fields not directlyrelated to the pandemic has lagged behind. In this paper, we assess the impactof COVID-19 on world scientific production in the life sciences. We investigatehow the usage of medical subject headings (MeSH) has changed following theoutbreak. We estimate through a difference-in-differences approach the impactof COVID-19 on scientific production through PubMed. We find that COVID-relatedresearch topics have risen to prominence, displaced clinical publications,diverted funds away from research areas not directly related to COVID-19 andthat the number of publications on clinical trials in unrelated fields hascontracted. Our results call for urgent targeted policy interventions toreactivate biomedical research in areas that have been neglected by theCOVID-19 emergency.",ArXiv
Modeling Macroeconomic Variations After COVID-19,Serena Ng,2021/03/03,http://arxiv.org/abs/2103.02732v4,"The coronavirus is a global event of historical proportions and just a fewmonths changed the time series properties of the data in ways that make manypre-covid forecasting models inadequate. It also creates a new problem forestimation of economic factors and dynamic causal effects because thevariations around the outbreak can be interpreted as outliers, as shifts to thedistribution of existing shocks, or as addition of new shocks. I take thelatter view and use covid indicators as controls to 'de-covid' the data priorto estimation. I find that economic uncertainty remains high at the end of 2020even though real economic activity has recovered and covid uncertainty hasreceded. Dynamic responses of variables to shocks in a VAR similar in magnitudeand shape to the ones identified before 2020 can be recovered by directly orindirectly modeling covid and treating it as exogenous. These responses toeconomic shocks are distinctly different from those to a covid shock which aremuch larger but shorter lived. Disentangling the two types of shocks can beimportant in macroeconomic modeling post-covid.",ArXiv
On the intrinsic dimensionality of Covid-19 data: a global perspective,"Abhishek Varghese, Edgar Santos-Fernandez, Francesco Denti, Antonietta Mira, Kerrie Mengersen",2022/03/08,http://arxiv.org/abs/2203.04165v1,"This paper aims to develop a global perspective of the complexity of therelationship between the standardised per-capita growth rate of Covid-19 cases,deaths, and the OxCGRT Covid-19 Stringency Index, a measure describing acountry's stringency of lockdown policies. To achieve our goal, we use aheterogeneous intrinsic dimension estimator implemented as a Bayesian mixturemodel, called Hidalgo. We identify that the Covid-19 dataset may project ontotwo low-dimensional manifolds without significant information loss. The lowdimensionality suggests strong dependency among the standardised growth ratesof cases and deaths per capita and the OxCGRT Covid-19 Stringency Index for acountry over 2020-2021. Given the low dimensional structure, it may be feasibleto model observable Covid-19 dynamics with few parameters. Importantly, weidentify spatial autocorrelation in the intrinsic dimension distributionworldwide. Moreover, we highlight that high-income countries are more likely tolie on low-dimensional manifolds, likely arising from aging populations,comorbidities, and increased per capita mortality burden from Covid-19.Finally, we temporally stratify the dataset to examine the intrinsic dimensionat a more granular level throughout the Covid-19 pandemic.",ArXiv
Impact of COVID-19 on Astronomy: Two Years In,"Vanessa Böhm, Jia Liu",2022/03/29,http://arxiv.org/abs/2203.15621v1,"We study the impact of the COVID-19 pandemic on astronomy using publicrecords of astronomical publications. We show that COVID-19 has had bothpositive and negative impacts on research in astronomy. We find that theoverall output of the field, measured by the yearly paper count, has increased.This is mainly driven by boosted individual productivity seen across mostcountries, possibly the result of cultural and technological changes in thescientific community during COVID. However, a decreasing number of incoming newresearchers is seen in most of the countries we studied, indicating largerbarriers for new researchers to enter the field or for junior researchers tocomplete their first project during COVID. Unfortunately, the overallimprovement in productivity seen in the field is not equally shared by femaleastronomers. By fraction, fewer papers are written by women and fewer women areamong incoming new researchers in most countries. Even though femaleastronomers also became more productive during COVID, the level of improvementis smaller than for men. Pre-COVID, female astronomers in the Netherlands,Australia, Switzerland were equally as or even more productive than their malecolleagues. During COVID, no single country's female astronomers were able tobe more productive than their male colleagues on average.",ArXiv
COVID-19 Disease Identification on Chest-CT images using CNN and VGG16,"Briskline Kiruba S, Petchiammal A, D. Murugan",2022/07/09,http://arxiv.org/abs/2207.04212v1,"A newly identified coronavirus disease called COVID-19 mainly affects thehuman respiratory system. COVID-19 is an infectious disease caused by a virusoriginating in Wuhan, China, in December 2019. Early diagnosis is the primarychallenge of health care providers. In the earlier stage, medical organizationswere dazzled because there were no proper health aids or medicine to detect aCOVID-19. A new diagnostic tool RT-PCR (Reverse Transcription Polymerase ChainReaction), was introduced. It collects swab specimens from the patient's noseor throat, where the COVID-19 virus gathers. This method has some limitationsrelated to accuracy and testing time. Medical experts suggest an alternativeapproach called CT (Computed Tomography) that can quickly diagnose the infectedlung areas and identify the COVID-19 in an earlier stage. Using chest CTimages, computer researchers developed several deep learning models identifyingthe COVID-19 disease. This study presents a Convolutional Neural Network (CNN)and VGG16-based model for automated COVID-19 identification on chest CT images.The experimental results using a public dataset of 14320 CT images showed aclassification accuracy of 96.34% and 96.99% for CNN and VGG16, respectively.",ArXiv
A review of Deep learning Techniques for COVID-19 identification on  Chest CT images,"Briskline Kiruba S, Petchiammal A, D. Murugan",2022/07/29,http://arxiv.org/abs/2208.00032v2,"The current COVID-19 pandemic is a serious threat to humanity that directlyaffects the lungs. Automatic identification of COVID-19 is a challenge forhealth care officials. The standard gold method for diagnosing COVID-19 isReverse Transcription Polymerase Chain Reaction (RT-PCR) to collect swabs fromaffected people. Some limitations encountered while collecting swabs arerelated to accuracy and longtime duration. Chest CT (Computed Tomography) isanother test method that helps healthcare providers quickly identify theinfected lung areas. It was used as a supporting tool for identifying COVID-19in an earlier stage. With the help of deep learning, the CT imagingcharacteristics of COVID-19. Researchers have proven it to be highly effectivefor COVID-19 CT image classification. In this study, we review the recent deeplearning techniques that can use to detect the COVID-19 disease. Relevantstudies were collected by various databases such as Web of Science, GoogleScholar, and PubMed. Finally, we compare the results of different deep learningmodels, and CT image analysis is discussed.",ArXiv
COV19IR : COVID-19 Domain Literature Information Retrieval,"Arusarka Bose, Zili Zhou, Guandong Xu",2022/11/08,http://arxiv.org/abs/2211.04013v1,"Increasing number of COVID-19 research literatures cause new challenges ineffective literature screening and COVID-19 domain knowledge aware InformationRetrieval. To tackle the challenges, we demonstrate two tasks alongwithsolutions, COVID-19 literature retrieval, and question answering. COVID-19literature retrieval task screens matching COVID-19 literature documents fortextual user query, and COVID-19 question answering task predicts proper textfragments from text corpus as the answer of specific COVID-19 relatedquestions. Based on transformer neural network, we provided solutions toimplement the tasks on CORD-19 dataset, we display some examples to show theeffectiveness of our proposed solutions.",ArXiv
